6100; -8564; -11400; -3792; 4510; -352; 1350; 
5504; -9804; -10792; -3776; 4346; -2497; 1022; 
4964; -9924; -10984; -3808; 3646; -3304; 804; 
4120; -11436; -10356; -3824; 2877; -3225; 957; 
3924; -11048; -9596; -3808; 2323; -2205; 92; 
3208; -11400; -9636; -3792; 3763; -3587; -636; 
2540; -12532; -9552; -3776; 4102; -3826; -483; 
2824; -12600; -9172; -3760; 2332; 608; -285; 
2608; -12656; -8724; -3808; 60; 368; 347; 
2888; -12956; -8564; -3776; -72; -65; -217; 
2836; -13568; -7860; -3824; 279; -43; -34; 
2708; -12884; -8340; -3776; 400; 13; -909; 
3228; -13160; -8740; -3808; -4670; 2929; 1833; 
3004; -12652; -9420; -3808; -6555; -1426; -4612; 
3216; -10020; -10552; -3760; -7980; -196; -3382; 
3796; -8876; -11888; -3776; -7853; 160; -2850; 
4384; -6764; -12772; -3776; -7688; 2521; -1510; 
4724; -3764; -13516; -3760; -7467; -790; -3033; 
4708; -2892; -13760; -3808; -6389; 482; -974; 
5412; -2520; -14096; -3808; -7249; -304; -2248; 
5132; -296; -15336; -3792; -6383; -296; -685; 
5200; 544; -14668; -3808; -5168; -647; -2294; 
4944; 2476; -14364; -3808; -4035; 799; -2169; 
4968; 2876; -14276; -3824; -4068; 771; -2335; 
4476; 4788; -13856; -3808; -3892; 714; -1829; 
4904; 5824; -12904; -3792; -4050; 1392; -1387; 
5240; 6324; -12844; -3808; -4408; -1000; -2315; 
5084; 6992; -12436; -3792; -5583; -66; -3; 
5196; 9264; -11544; -3808; -5336; 221; -1306; 
4156; 8232; -11284; -3760; -5431; -1186; -1648; 
4528; 9896; -11096; -3776; -4541; -785; -1113; 
4332; 12960; -8620; -3776; -4665; 710; -1936; 
4392; 12016; -9256; -3776; -5075; -1105; -3434; 
3124; 13084; -7788; -3824; -4666; -855; -1470; 
3192; 13864; -6984; -3808; -3127; -45; -1690; 
2604; 14484; -6180; -3824; -2651; 499; -1685; 
2152; 14752; -5400; -3776; -3536; -664; -794; 
2544; 15184; -5084; -3808; -3984; -353; 96; 
2292; 15804; -3984; -3792; -2569; 415; -953; 
2076; 15680; -3408; -3808; -2490; 404; -1070; 
2016; 15200; -2896; -3808; -2525; -540; -1237; 
1868; 16240; -2172; -3792; -2252; 316; -1106; 
1636; 15844; -1584; -3808; -2917; 805; -30; 
1308; 16168; -732; -3792; -2630; -810; -325; 
1292; 16452; 48; -3776; -2601; 1306; 504; 
1224; 16908; 788; -3792; -458; 237; -295; 
1816; 16508; 132; -3808; 266; 466; -346; 
1556; 16408; -116; -3824; 4752; 889; 1481; 
2288; 15948; -1448; -3776; 8689; 2112; 2589; 
3176; 15008; -3860; -3776; 9955; 3998; 5847; 
4288; 14264; -5648; -3776; 11275; 5233; 2851; 
6000; 12516; -6936; -3792; 10357; 7120; 7249; 
7544; 10460; -7808; -3808; 6130; 4679; 5052; 
8984; 10528; -8000; -3792; 1769; 5323; 3135; 
10768; 9916; -7024; -3808; -559; 6367; 3747; 
12108; 9832; -6044; -3776; 549; 9207; 530; 
12920; 8588; -4340; -3808; 757; 8304; 1045; 
14828; 9384; -2064; -3776; 565; 9075; 465; 
14856; 8264; -252; -3840; 866; 11106; 3160; 
16128; 7476; 1624; -3792; -675; 8238; 3627; 
15812; 6380; 3528; -3776; 1101; 7472; 2580; 
15920; 5708; 4872; -3808; 1054; 7764; 1282; 
15552; 5292; 6256; -3824; -876; 7036; 3274; 
15184; 4084; 8356; -3808; 350; 7579; 1385; 
15204; 3436; 8780; -3808; -339; 6694; 918; 
14328; 2996; 10368; -3792; -1349; 6074; 2208; 
13900; 1856; 11472; -3808; 927; 5138; 1407; 
13548; 1824; 12980; -3824; 1645; 5824; 551; 
12324; 1820; 13376; -3808; 1540; 6025; 1425; 
11316; 1880; 14864; -3792; 3349; 5312; 626; 
10100; 1760; 14736; -3776; 1542; 4133; 877; 
10212; 2460; 15104; -3808; 3863; 4302; -303; 
8656; 2644; 15908; -3760; 3575; 3854; -2430; 
8084; 3388; 15860; -3776; 917; 1543; -838; 
6964; 3644; 16716; -3792; 393; -154; 1193; 
7324; 3068; 16868; -3776; 2063; 5049; -260; 
6684; 3476; 16724; -3824; 1107; 3263; -878; 
5952; 3244; 17196; -3776; -83; 3858; 1618; 
5356; 3028; 17372; -3808; -1088; 1121; 1294; 
5320; 2308; 17504; -3808; -1951; 383; 1307; 
4860; 2252; 17392; -3808; -2086; 2480; 1880; 
4452; 1432; 18084; -3808; -761; -424; 2073; 
4228; 1216; 17520; -3808; -40; 2533; 2969; 
3916; 1192; 18000; -3792; 76; 1521; 3898; 
3300; 536; 18472; -3808; -1128; 3974; 4694; 
2948; 208; 17968; -3792; -1404; 590; 6370; 
2596; 28; 17952; -3792; 79; -1349; 3340; 
2088; -48; 18224; -3808; -14; 157; 2598; 
2020; -132; 18420; -3808; 1147; 1428; -455; 
2044; -764; 18148; -3792; -184; 1034; 3197; 
2628; -696; 18120; -3792; 3069; -206; -692; 
2192; -732; 18220; -3776; 1917; 571; 831; 
2016; -228; 18512; -3760; 1217; -878; 1199; 
2624; -276; 18432; -3776; 1203; -851; 1376; 
2680; -372; 18260; -3776; 1071; 772; 2111; 
1832; 96; 18228; -3792; 605; 989; 1861; 
1864; 52; 18172; -3792; 500; 422; 3174; 
1684; -112; 18212; -3776; -763; 1233; 3815; 
1448; -500; 18372; -3808; 826; 110; 2525; 
1304; -180; 18576; -3776; 845; 528; 3201; 
1236; -80; 18280; -3792; 1574; 620; 2162; 
1148; 160; 18216; -3808; 1084; 264; 3169; 
1080; 20; 18264; -3792; 2456; 44; 1374; 
948; -24; 18264; -3744; -109; 139; 6526; 
848; 692; 18404; -3776; 3188; -1084; 834; 
812; 696; 18448; -3824; 933; 320; 3136; 
1112; 832; 18316; -3776; -127; 626; 4509; 
276; 472; 18224; -3792; -369; 198; 4262; 
1020; 548; 18604; -3776; 1417; 192; -972; 
1168; 1276; 18324; -3776; 2713; -1540; -6687; 
320; 1716; 18496; -3776; 2953; -1066; -9983; 
2096; 2620; 19112; -3808; 1195; -3544; -2269; 
2744; 2244; 18464; -3792; 2575; -8146; -1653; 
4296; 3424; 16716; -3808; 3422; -7117; -2704; 
5808; 4164; 16620; -3808; 1045; -6288; -2500; 
7412; 4688; 16044; -3760; -313; -6452; -2193; 
8568; 4588; 16120; -3776; 1217; -8741; -4312; 
10332; 4944; 14952; -3808; 651; -11357; -1837; 
11996; 5360; 12748; -3792; -461; -12963; -807; 
13392; 4776; 9868; -3808; -849; -11905; -756; 
15024; 4116; 8644; -3808; -2325; -6787; -1140; 
15604; 4340; 7252; -3792; -2500; -6542; 1680; 
16888; 2204; 5448; -3776; -2379; -8191; 4831; 
16140; 1752; 3700; -3776; -6687; -5089; 3281; 
16156; 1432; 1928; -3824; -3368; -5546; 2165; 
16220; 1052; 1504; -3824; -4414; -2335; 794; 
16912; 496; 1660; -3808; -2821; -3063; 1037; 
16456; 60; 936; -3776; -2619; -280; 1977; 
16788; 804; 712; -3792; 174; -1799; -2659; 
16532; 692; -148; -3792; 1266; -5067; -546; 
16464; 416; -1260; -3792; -1153; -6694; 1060; 
15196; 184; -1972; -3808; -1556; -4878; 579; 
16552; -1352; -3028; -3792; -1278; -2102; 1319; 
15700; -916; -3956; -3792; -2611; -4027; 1453; 
15020; -120; -4980; -3792; 44; -5248; -1359; 
14720; -448; -6304; -3792; 738; -4243; 1277; 
14344; -872; -7328; -3776; -102; -2727; 3214; 
13316; -932; -7532; -3792; 530; -1260; 2387; 
6156; 2352; 17244; -3792; 386; 6; -348; 
6220; 2256; 17260; -3792; 362; 26; -370; 
6144; 2276; 17040; -3792; 351; 17; -340; 
6192; 2328; 17248; -3808; 365; -4; -301; 
5900; 2420; 17276; -3776; 384; 34; -419; 
6124; 2292; 17160; -3792; 366; 11; -375; 
6216; 2364; 17236; -3776; 326; 3; -209; 
6088; 2312; 17088; -3792; 339; 4; -287; 
6180; 2412; 17220; -3792; 388; 8; -359; 
6076; 2276; 17308; -3792; 330; 7; -288; 
6136; 2336; 17220; -3760; 328; -14; -291; 
6148; 2424; 17276; -3808; 426; -2; -500; 
6120; 2332; 17204; -3792; 399; -6; -490; 
6136; 2508; 17236; -3808; 315; 18; -252; 
6200; 2432; 17160; -3792; 326; -16; -260; 
6376; 2344; 17200; -3776; 341; -21; -320; 
6236; 2368; 17104; -3776; 377; -18; -385; 
6112; 2556; 17224; -3776; 321; -19; -239; 
6092; 2392; 17248; -3792; 385; 0; -367; 
6104; 2396; 17468; -3760; 396; -256; -449; 
6116; 2420; 17160; -3808; 365; -9; -367; 
6148; 2420; 17372; -3792; 350; -6; -355; 
6004; 2472; 17200; -3744; 395; -348; -802; 
6124; 2248; 17300; -3776; -569; 144; 1936; 
6000; 2456; 17232; -3760; -214; -36; 561; 
5940; 2648; 17240; -3808; 2084; -131; -4647; 
6308; 3136; 17648; -3808; 217; -1641; -845; 
6488; 3532; 17428; -3776; 1405; -1217; -2016; 
6460; 4688; 16812; -3792; 3997; -2139; -4265; 
6604; 5344; 15856; -3792; 4343; -1543; -3159; 
6884; 6588; 15572; -3792; 5149; -2034; -3797; 
7148; 7128; 14768; -3808; 3586; -3281; -1897; 
7144; 7716; 14988; -3792; -120; -1126; 739; 
7188; 8460; 14776; -3776; 3340; -469; -2654; 
6808; 9284; 13560; -3792; 2689; -1307; -2429; 
7612; 8892; 13640; -3792; -3983; -1677; 3063; 
9236; 6396; 14876; -3776; -8867; -3651; 7780; 
9808; 4324; 14412; -3792; -7309; -1874; 4587; 
10792; 2292; 14876; -3776; -4659; -1578; 3326; 
10308; 928; 14484; -3808; -5889; -1439; 2459; 
11480; -644; 14824; -3824; -8093; -1078; 2425; 
11348; -2552; 13568; -3776; -5653; -3288; 3524; 
11844; -4508; 13360; -3792; -9625; -775; 6563; 
11672; -6396; 12600; -3808; -5873; -2413; 4383; 
11024; -7472; 11240; -3760; -5765; -2010; 4103; 
11020; -9188; 10100; -3792; -3773; -552; 2386; 
10952; -10856; 9964; -3760; -6993; -1207; 5304; 
10072; -11408; 8640; -3776; -2995; -614; 1776; 
9552; -12552; 7260; -3792; -4604; -1150; 2642; 
8520; -12924; 5764; -3792; -6562; -1583; 4407; 
9460; -13396; 6104; -3808; -2594; 394; 587; 
8428; -13496; 5324; -3792; -1584; 189; -27; 
8112; -14304; 4572; -3808; -2955; -554; 1852; 
7792; -14696; 3244; -3760; -7079; -1778; 6028; 
7100; -15496; 2392; -3776; -5199; -1183; 4535; 
5648; -15220; 1388; -3776; 362; 1122; -1983; 
6116; -15828; 816; -3728; -1546; -109; 1361; 
5404; -15288; 404; -3776; -4026; -646; 3701; 
4444; -15092; -640; -3760; -2074; -371; 644; 
4384; -15248; -816; -3792; -1991; -194; 1566; 
4256; -15408; -1176; -3776; -1586; -219; 701; 
4204; -15240; -1416; -3792; 627; 584; -1221; 
3772; -14616; -1728; -3744; 54; 216; -742; 
3464; -15208; -2412; -3776; -2584; 261; 2082; 
3228; -15356; -2736; -3744; -5320; -871; 4482; 
3376; -16404; -3868; -3776; -1282; -342; 1297; 
2264; -15108; -4080; -3792; 1741; 722; -1975; 
2260; -14824; -4008; -3776; 365; 146; -325; 
3580; -15288; -2648; -3792; 9945; 3289; -8940; 
5368; -15640; -404; -3776; 7998; 2498; -6266; 
6828; -15348; 1628; -3792; 10070; 1393; -7084; 
9004; -14580; 4648; -3808; 13297; 1664; -8180; 
9924; -12264; 7112; -3776; 16152; 2795; -10147; 
11144; -9632; 10044; -3776; 16796; 2644; -8471; 
10920; -7336; 11260; -3776; 13960; 2768; -7902; 
11332; -5216; 13052; -3808; 11574; 1766; -5036; 
11180; -1704; 14080; -3792; 10165; 1652; -6495; 
11116; 920; 14568; -3776; 7581; 2366; -3745; 
10616; 3676; 14832; -3792; 10426; 1971; -5181; 
9472; 6764; 14108; -3760; 10144; 4237; -5621; 
8848; 8872; 13476; -3808; 9353; 3054; -4197; 
7880; 9984; 12940; -3760; 5965; 2264; -3301; 
7488; 11420; 11976; -3760; 5104; 966; -4868; 
6376; 11812; 11880; -3808; 4340; 281; -2400; 
5952; 11888; 11064; -3760; 5648; 1007; -2942; 
5612; 13324; 10196; -3760; 3576; 1366; -1853; 
4640; 13576; 8988; -3776; 7340; 727; -4200; 
4620; 15188; 8072; -3760; 5007; 964; -3310; 
3132; 14940; 7096; -3776; 4655; -583; -2264; 
3056; 15392; 6004; -3776; 2839; 86; -1410; 
2840; 15964; 5676; -3760; 3044; 17; -2102; 
3064; 15888; 5308; -3760; 2224; -250; -1183; 
2508; 16228; 4596; -3824; 3717; -308; -1728; 
2024; 16580; 3852; -3776; 3349; -393; -1929; 
1664; 16108; 3052; -3776; 2801; 85; -1629; 
1760; 16872; 2264; -3792; 3499; -285; -1740; 
1236; 16368; 1708; -3776; 1742; -181; -964; 
1240; 16556; 1428; -3792; 887; -37; -355; 
1072; 16624; 1644; -3776; 2548; -333; -896; 
832; 16132; 1360; -3792; 2589; -649; -1032; 
832; 16816; 256; -3776; 3117; 50; -1518; 
632; 16584; -36; -3744; 3320; -194; -1324; 
448; 16604; -932; -3792; 3064; -432; -1037; 
52; 16092; -1392; -3776; 1792; -450; -797; 
76; 16056; -1412; -3792; -634; -365; -19; 
116; 16420; -988; -3776; 1962; -268; -672; 
-28; 16468; -1096; -3760; 1696; -19; -1130; 
-132; 16156; -2184; -3792; 3443; -314; -1272; 
-520; 15952; -2692; -3776; 3685; -381; -929; 
-504; 15668; -3824; -3776; 4461; -843; -735; 
-268; 15432; -4480; -3744; 4224; -533; -982; 
-868; 15316; -5176; -3744; 4088; -737; -1017; 
-1060; 15036; -5952; -3792; 5698; -596; -1663; 
-1200; 14140; -6736; -3760; 2915; -104; -1667; 
-1520; 13388; -7628; -3760; 3048; 609; -1188; 
-1652; 12772; -7980; -3744; 2252; 49; -662; 
-1536; 13420; -7820; -3808; 1645; -103; -682; 
-1792; 13512; -7964; -3760; 1701; -343; -835; 
-1796; 12836; -8720; -3744; -64; 91; -171; 
-1628; 12956; -8396; -3776; -2833; 34; 973; 
-864; 14068; -7424; -3760; -7017; 1262; 2848; 
68; 14276; -4944; -3760; -9529; 1539; 9514; 
2020; 15672; -3184; -3776; -12055; -1348; 13117; 
5292; 15264; 32; -3792; -17363; -4103; 12700; 
8636; 13868; 4252; -3760; -17441; -6487; 11946; 
11500; 14020; 7036; -3744; -17496; -6686; 12373; 
12012; 9304; 7000; -3760; -15664; -5980; 11430; 
13376; 8648; 7976; -3760; -7199; -4748; 4431; 
15092; 5772; 7432; -3744; -9468; -3997; 6710; 
15404; 3736; 7512; -3760; -8241; -2641; 6368; 
15444; 2248; 7564; -3776; -6052; -930; 4453; 
15100; -992; 6548; -3792; -8545; -946; 8235; 
15372; -924; 7548; -3792; -6137; -214; 4829; 
15596; -3124; 7028; -3776; -6183; -741; 6550; 
15188; -5628; 6884; -3776; -6783; -262; 5633; 
14912; -7128; 5672; -3760; -7062; 297; 4351; 
14152; -7940; 4892; -3776; -4817; -349; 3280; 
13020; -8312; 4304; -3744; -3521; -1610; 3105; 
13116; -9756; 3172; -3760; -5055; -1412; 5444; 
12976; -10728; 2640; -3792; -1327; 80; 1888; 
12980; -11296; 2324; -3744; -1741; -1470; 2543; 
12032; -11252; 1876; -3776; -280; -92; 119; 
12572; -10620; 2600; -3760; 6481; 3461; -5801; 
13076; -9428; 4212; -3776; 9446; 2979; -6286; 
14200; -8196; 6072; -3792; 9884; 3102; -5304; 
14728; -5136; 8404; -3776; 14141; 4996; -6703; 
13720; -3760; 10296; -3760; 9996; 10889; -3864; 
12924; -2908; 11992; -3776; 7764; 8541; 287; 
12088; -1900; 13572; -3776; 3438; 5319; -2491; 
10860; 184; 14800; -3760; 4680; 5165; -1368; 
9784; -564; 15040; -3744; 2796; 6157; 945; 
8928; -112; 16272; -3760; 1507; 7157; 495; 
7028; -520; 16476; -3744; -389; 5360; 1835; 
6848; -376; 17452; -3792; 2014; 2315; 649; 
6088; -196; 17608; -3792; 1280; 2950; 288; 
6044; 440; 17376; -3744; 1469; 505; 199; 
5752; 148; 17616; -3760; 1450; 1110; -1323; 
5232; 332; 18016; -3792; 271; 3367; -1033; 
5132; 364; 17752; -3744; 173; -15; 2133; 
4364; 584; 17592; -3776; 870; 1395; -1141; 
4480; 568; 17936; -3760; 408; 1869; 2063; 
3880; 444; 18212; -3776; 273; 773; 1373; 
3876; 292; 17820; -3744; 398; 425; -1120; 
3772; 252; 17956; -3792; 66; 2232; 138; 
3808; 360; 17496; -3744; 121; 71; 622; 
3788; 212; 17916; -3776; -197; 388; 814; 
3216; -92; 18104; -3760; 504; 565; 66; 
2816; -108; 17580; -3776; 247; 652; -1161; 
3244; 20; 18132; -3776; 665; 504; -479; 
3436; 720; 18076; -3744; 96; -8; -913; 
2464; -176; 18592; -3760; 493; 1689; -260; 
2900; 124; 18120; -3744; 322; -772; 419; 
2764; 224; 18332; -3776; 184; 963; -1277; 
2264; 292; 18368; -3760; 616; -96; -720; 
2536; 316; 18300; -3760; 988; -68; -707; 
2364; 460; 18236; -3776; 333; -229; -886; 
2488; 636; 18236; -3776; 168; -1710; -470; 
4560; -140; 18048; -3792; 2086; -1085; -3249; 
3384; 544; 18328; -3808; 3477; 270; -4293; 
3560; 1228; 18216; -3776; 231; -334; -496; 
3740; 1264; 18568; -3792; 2080; 510; -3893; 
4172; 2196; 18252; -3792; 4372; 1280; -7179; 
3188; 2140; 17956; -3744; -904; -875; 1700; 
3124; 1324; 18256; -3744; 1036; 1521; 124; 
2200; 2532; 18056; -3760; 2272; -206; -2039; 
2332; 2696; 17928; -3792; 5094; 1086; -2821; 
2000; 3944; 17640; -3776; 5524; -783; -3589; 
1416; 4972; 18092; -3776; 7909; 175; -2768; 
1400; 6420; 16936; -3728; 8516; 628; -4121; 
1668; 9432; 15692; -3744; 9493; 590; -2421; 
1580; 11044; 14584; -3776; 10141; -281; -4459; 
592; 11904; 13320; -3760; 7108; 973; -2328; 
-224; 13108; 11692; -3776; 8413; 140; -3011; 
-700; 13724; 10200; -3760; 8074; 1068; -3029; 
-1396; 15444; 8748; -3744; 7901; 270; -3571; 
-1756; 15348; 6828; -3760; 6523; 371; -3029; 
-2632; 15780; 5656; -3760; 6323; 1152; -2322; 
-3292; 15988; 4072; -3776; 6858; 597; -3209; 
-3628; 15912; 2596; -3760; 5571; 399; -2522; 
-3944; 16292; 1976; -3744; 3752; 1103; -1977; 
-4140; 15532; 856; -3760; 5432; 966; -1915; 
-4796; 15868; -240; -3744; 4200; 1125; -2017; 
-4900; 15460; -1376; -3760; 5148; 1075; -1859; 
-5452; 15216; -2584; -3808; 4620; 937; -2351; 
-5288; 14020; -3528; -3760; 3748; 687; -1199; 
-5576; 12948; -4556; -3776; 176; -769; 917; 
-5352; 14604; -3944; -3728; -5640; -2193; 3515; 
-4196; 14812; -240; -3760; -15939; -1862; 3445; 
-2668; 15840; 1592; -3744; -10119; -5598; 6337; 
-2220; 16136; 5936; -3728; -8120; 384; 1383; 
-864; 16132; 7376; -3760; -9432; 1232; 1296; 
-672; 13856; 9648; -3744; -16443; -4557; 3797; 
-16; 12644; 13232; -3760; -10470; 761; 3378; 
68; 11272; 14012; -3744; -9364; -934; 2518; 
892; 9516; 15764; -3760; -8339; 552; 2249; 
1372; 8320; 16032; -3776; -4445; -1160; 5132; 
1888; 6592; 15864; -3760; -8274; -4647; 4977; 
3516; 5060; 15752; -3776; -5782; -2151; 377; 
3268; 3880; 17916; -3760; -418; 517; -306; 
3148; 3892; 17624; -3776; 1339; 1021; -598; 
2676; 3436; 18012; -3776; -1686; 1361; 1829; 
3284; 3260; 18272; -3760; 973; -2743; 555; 
3360; 3628; 18048; -3744; 365; 169; -471; 
3004; 4160; 17880; -3792; -34; -62; 33; 
2996; 4192; 17804; -3776; 150; -40; -162; 
2936; 4448; 17440; -3728; 194; -76; -179; 
2876; 4216; 17748; -3776; 251; -61; -510; 
2840; 4180; 17704; -3760; 281; -58; -288; 
2560; 4168; 17420; -3776; 264; -52; -3; 
2932; 4224; 17740; -3760; 260; -31; -224; 
2824; 4208; 17580; -3760; 308; -25; -259; 
2884; 4072; 17668; -3776; 316; -27; -303; 
2948; 4112; 17640; -3776; 277; -35; -259; 
2964; 3892; 17788; -3760; 259; -55; -210; 
2036; 2892; 17984; -3760; -3349; 1835; 3913; 
1276; 2900; 17916; -3776; -2479; 2936; 495; 
1420; 2540; 18116; -3776; -3566; -2441; 2544; 
