0;0;0;0;20.6287;5728;5296;15984;1021;65;-412;
0;0;0;0;22.3478;5460;5324;15848;793;83;-379;
0;0;0;0;18.9096;5668;5320;16032;783;61;-403;
0;0;0;0;20.6287;5796;5132;16012;780;56;-391;
0;0;0;0;20.6287;5752;5220;15968;760;73;-399;
0;0;0;0;20.6287;5728;5232;15824;782;66;-410;
0;0;0;0;17.1906;5800;5292;15684;784;74;-399;
0;0;0;0;20.6287;5952;5356;15920;512;85;-405;
0;0;0;0;22.3478;5816;5300;15884;778;47;-410;
0;0;0;0;20.6287;5800;5200;15852;773;60;-387;
0;0;0;0;20.6287;5712;5192;15640;779;82;-417;
0;0;0;0;18.9096;5900;5132;15972;770;65;-396;
0;0;0;0;18.9096;5796;5304;15936;771;40;-366;
0;0;0;0;22.3478;5732;5248;15924;743;80;-370;
0;0;0;0;20.6287;5800;5268;15656;793;52;-390;
0;0;0;0;22.3478;5836;5368;15888;790;77;-396;
0;0;0;0;22.3478;5592;5236;15996;762;69;-418;
0;0;0;0;18.9096;5704;5188;15992;769;62;-394;
0;0;0;0;24.0668;5732;5352;15932;1022;71;-394;
0;0;0;0;20.6287;5664;5132;15824;769;69;-384;
0;0;0;0;20.6287;5708;5284;15896;782;54;-398;
0;0;0;0;22.3478;5816;5136;16064;513;51;-414;
0;0;0;0;22.3478;5584;5276;16080;786;87;-399;
0;0;0;0;18.9096;5652;5376;15896;770;68;-402;
0;0;0;0;20.6287;5828;5364;15904;781;93;-414;
0;0;0;0;24.0668;5708;5356;15840;513;53;-411;
0;0;0;0;22.3478;6028;5236;15888;780;69;-404;
0;0;0;0;20.6287;5948;5352;15964;776;44;-411;
0;0;0;0;20.6287;5632;5216;15908;789;82;-399;
0;0;0;0;22.3478;5656;5584;15964;786;70;-417;
0;0;0;0;22.3478;5924;5332;15896;757;74;-406;
0;0;0;0;20.6287;5824;5308;15896;1018;58;-412;
0;0;0;0;20.6287;5884;5356;16028;785;74;-375;
0;0;0;0;22.3478;5900;5424;15912;776;64;-400;
0;0;0;0;20.6287;5808;5268;15960;771;66;-404;
0;0;0;0;24.0668;5660;5240;16076;791;63;-407;
0;0;0;0;20.6287;5656;5240;15916;755;67;-409;
0;0;0;0;22.3478;5820;5296;15880;785;76;-415;
0;0;0;0;24.0668;5756;5320;15968;782;56;-400;
0;0;0;0;24.0668;5680;5248;15824;780;64;-409;
0;0;0;0;20.6287;5792;5268;15972;756;57;-414;
0;0;0;0;24.0668;5800;5352;15808;782;56;-390;
0;0;0;0;24.0668;5788;5336;15920;775;56;-402;
0;0;0;0;22.3478;5868;5292;16104;1018;56;-384;
0;0;0;0;22.3478;5732;5296;16012;790;55;-431;
0;0;0;0;49.8527;5868;5328;16020;763;73;-411;
0;0;0;0;0;6044;5300;15996;782;56;-423;
0;0;0;0;22.3478;5740;5336;15928;777;54;-392;
0;0;0;0;22.3478;5712;5380;15968;771;65;-419;
0;0;0;0;25.7859;5880;5296;16096;751;77;-397;
0;0;0;0;20.6287;6024;5460;15896;773;73;-373;
0;0;0;0;22.3478;5788;5340;16008;791;50;-387;
0;0;0;0;25.7859;5716;5244;16012;758;80;-399;
0;0;0;0;22.3478;5788;5320;15932;781;75;-422;
0;0;0;0;20.6287;5780;5348;16020;783;57;-385;
0;0;0;0;24.0668;5620;5268;15928;776;81;-391;
0;0;0;0;17.1906;5888;5332;15960;780;69;-409;
0;0;0;0;24.0668;5820;5192;15928;791;83;-416;
0;0;0;0;24.0668;5732;5264;15984;784;82;-416;
0;0;0;0;25.7859;5636;5232;15912;771;39;-410;
0;0;0;0;0;5976;5336;15984;792;66;-408;
0;0;0;0;24.0668;5804;5360;16012;786;47;-391;
0;0;0;0;51.5718;5952;5340;16020;784;67;-420;
0;0;0;0;25.7859;5728;5340;15864;790;76;-404;
0;0;0;0;25.7859;5620;5352;15964;764;75;-423;
0;0;0;0;25.7859;5384;5296;15912;771;77;-406;
0;0;0;0;22.3478;6036;5340;15796;783;50;-396;
0;0;0;0;24.0668;5784;5320;16068;795;49;-412;
0;0;0;0;24.0668;5752;5280;15908;796;76;-406;
0;0;0;0;20.6287;5736;5280;15936;773;61;-404;
0;0;0;0;22.3478;5828;5280;15924;773;74;-398;
0;0;0;0;25.7859;5876;5236;15756;780;76;-414;
0;0;0;0;24.0668;5936;5320;16016;767;82;-390;
0;0;0;0;24.0668;5728;5260;15996;773;73;-395;
0;0;0;0;51.5718;5960;5344;15956;785;39;-396;
0;0;0;0;20.6287;5816;5196;15996;768;49;-409;
0;0;0;0;24.0668;5864;5596;15884;784;76;-381;
0;0;0;0;22.3478;5744;5240;15936;776;71;-408;
0;0;0;0;25.7859;5668;5180;16084;767;70;-396;
0;0;0;0;22.3478;5676;5288;15928;778;71;-397;
0;0;0;0;22.3478;5872;5416;15932;767;63;-407;
0;0;0;0;25.7859;5664;5276;16000;787;66;-401;
0;0;0;0;53.2908;5736;5288;15992;778;63;-392;
0;0;0;0;22.3478;5848;5336;15920;782;57;-406;
0;0;0;0;22.3478;5948;5308;15852;796;70;-401;
0;0;0;0;25.7859;5852;5284;15952;779;68;-407;
0;0;0;0;25.7859;5644;5308;16120;784;46;-382;
0;0;0;0;24.0668;6056;5332;16008;781;72;-397;
0;0;0;0;24.0668;5992;5408;16036;776;77;-386;
0;0;0;0;24.0668;5936;5300;15848;785;64;-392;
0;0;0;0;24.0668;5704;5240;16096;779;60;-391;
0;0;0;0;24.0668;5840;5220;15892;786;57;-410;
0;0;0;0;24.0668;5832;5296;15940;785;65;-409;
0;0;0;0;22.3478;5884;5328;16000;758;76;-393;
0;0;0;0;22.3478;5696;5132;15884;517;62;-390;
0;0;0;0;22.3478;6060;5304;16040;786;63;-425;
0;0;0;0;22.3478;5852;5444;15816;763;69;-395;
0;0;0;0;51.5718;5716;5348;15928;763;72;-425;
0;0;0;0;22.3478;5480;5296;15632;786;47;-396;
0;0;0;0;24.0668;5384;5292;15904;1018;74;-390;
0;0;0;0;22.3478;5760;5536;15848;775;56;-403;
0;0;0;0;25.7859;5900;5304;15808;797;71;-395;
0;0;0;0;22.3478;5964;5164;15964;784;124;-392;
0;0;0;0;25.7859;5776;5344;15960;779;74;-389;
0;0;0;0;22.3478;5840;5336;15904;778;82;-400;
0;0;0;0;24.0668;5904;5340;15848;1019;73;-412;
0;0;0;0;24.0668;5768;5128;15872;798;70;-403;
0;0;0;0;22.3478;6088;5300;15952;783;68;-432;
0;0;0;0;22.3478;5964;5388;16048;783;82;-381;
0;0;0;0;25.7859;5692;5300;15840;773;56;-394;
0;0;0;0;25.7859;6140;5316;15824;725;77;-421;
0;0;0;0;25.7859;5856;5420;16004;799;49;-377;
0;0;0;0;25.7859;5832;5380;16160;784;69;-412;
0;0;0;0;22.3478;5796;5408;15888;762;64;-424;
0;0;0;0;0;5716;5388;15896;752;67;-402;
0;0;0;0;24.0668;5728;5304;15840;770;63;-412;
0;0;0;0;24.0668;5704;5280;15900;765;51;-405;
0;0;0;0;24.0668;5984;5300;15884;775;68;-391;
0;0;0;0;0;5800;5232;16032;775;76;-417;
0;0;0;0;25.7859;5900;5344;16028;772;72;-392;
0;0;0;0;25.7859;5676;5272;15964;792;89;-401;
0;0;0;0;53.2908;5856;5484;15616;783;68;-370;
0;0;0;0;22.3478;5944;5132;15952;770;80;-404;
0;0;0;0;22.3478;5852;5284;15996;513;55;-408;
0;0;0;0;25.7859;5852;5332;15868;768;69;-383;
0;0;0;0;22.3478;6112;5596;16004;778;87;-391;
0;0;0;0;24.0668;5640;5316;15888;775;69;-408;
0;0;0;0;51.5718;5872;5328;16012;749;68;-420;
0;0;0;0;24.0668;6000;5316;15884;786;68;-387;
0;0;0;0;3.43812;5964;5592;16040;793;45;-394;
0;0;0;0;25.7859;5800;5212;15892;788;60;-414;
0;0;0;0;25.7859;5812;5356;15836;769;70;-408;
0;0;0;0;25.7859;5632;5344;15868;789;65;-397;
0;0;0;0;25.7859;5728;5176;15948;1023;75;-386;
0;0;0;0;25.7859;5956;5356;15872;793;64;-406;
0;0;0;0;53.2908;5920;5412;15932;777;102;-402;
0;0;0;0;24.0668;5960;5616;15840;771;21;-415;
